CD2AP	0.004656731 0.0032102054 0.00030156464 0.000950997 0.00013112508 0.0007471282 -0.00070328923 -0.002321807 -0.0021734368 -0.0049689654 -0.0015807579 -0.004733975 0.004194011 -0.004464774 -0.0038798784 0.002436664 0.0031772626 0.0020075515 -0.0038987966 0.004965524 0.0042376867 -0.002115478 -0.0015042381 0.0046615424 0.0034778998 0.0023284773 0.0005596942 0.0025075923 -0.0039248927 -0.0012262828 -0.0009596519 0.0013510472 -0.003761752 0.002518052 0.0036910195 0.0021619415 0.0027582843 0.0042170994 0.0014616236 -0.00409517 -0.0038446232 -0.0030316461 -0.0011913155 -0.0037909853 -0.0028850026 -0.004472703 -0.0005356222 -0.00065441005 -0.0018637567 0.00090234424 -0.0004975176 -0.0031571174 0.0015312965 0.0014634217 0.0012665071 0.00074806594 -0.0015229449 0.0010497052 -0.0040367222 0.002946272 -0.0015886568 -0.0016583741 0.0014775948 -0.0030953407 0.0033048086 0.0012742721 0.0037908677 0.0018330273 0.0026837392 0.00067890354 0.003957781 0.0033101575 -0.0022444457 -0.001062225 0.0020843064 0.0031012078 -0.0021361832 0.0045829983 -0.0039697546 0.0019279056 -0.00086619216 -0.0015963833 0.0037551739 -0.0043593254 0.004270387 -0.001662818 0.00025354774 0.0039380942 -0.0043995203 -0.004127981 2.2241135e-05 0.0036068845 -0.0047675064 -0.002734915 -0.004861045 -0.0015235889 -0.00077632844 -0.0005723198 -0.0042006643 -0.0013104872 
DHODH	0.003958217 -0.002891127 0.0011598681 0.00023796516 -0.0015622404 0.0002952554 -0.0011494766 -0.002332978 0.0012507237 -0.004205463 -0.0037491352 0.0039576 0.00022395044 0.0031448419 0.003664295 0.0034421692 0.0035113269 -0.004224578 -0.0038759287 -0.004277374 -0.0016222788 -0.002519577 0.004477481 0.0038586063 -0.0008235226 -0.0009412388 -0.00390766 -0.0032009194 -0.0001415164 -0.0038321784 -0.004392057 -0.0038007107 0.002515525 -0.0046130293 -0.0025945522 0.0036697357 -0.0025996119 -0.0024228427 2.78737e-05 -0.0012651079 -0.0038586778 0.0009916535 -0.002933102 -0.0014299237 0.0040732794 0.0035864646 -0.0019146664 -0.004862566 -0.0026596729 0.0017522133 0.0048861844 -0.0046272394 0.004066465 0.00073855824 0.0045798966 -0.0026887832 -0.00064921187 -0.0040845773 -0.00084496336 0.0010110183 -0.00052386394 0.0013823973 0.0033389449 -0.002077144 0.004632256 0.0035618138 -0.004125374 -0.0022492525 0.001475262 -0.0016943517 -0.0010404498 -0.0031336336 0.0040526963 0.00021042336 0.0016815044 -0.00073963485 -0.0014335163 -0.004621901 -0.001908335 -0.0022237545 -0.0031340963 -0.00041845703 -0.0036112107 0.0027592797 -0.0019230511 0.0028663983 0.0047688955 -0.002547236 -0.0025063935 0.0024144507 0.0020098488 0.0033557112 -0.00037504119 -0.00346299 0.0047725807 -0.0017905316 -0.00038438922 0.003432658 -0.0036415858 0.003778118 
NMS	-0.0040620277 -0.003815404 0.004798353 0.00166569 0.0035299293 -0.0028531647 -0.0001894104 -0.0038067915 -0.0028672596 -0.0045065396 0.0029240616 0.0036795512 0.0013105829 -0.0017633025 -0.0016318407 0.0020333205 0.0011191303 -0.0025997283 -0.004905683 -0.0017089262 0.0039998014 -0.0025387465 -0.0025731837 0.003976585 2.3958884e-05 -0.0005761231 0.000514106 -0.00487788 -0.0018795416 0.00080390344 0.0025515682 0.0014490875 -0.0026417717 -0.0023585805 0.00012762425 -0.00196068 0.0022060708 0.0006518367 0.004758275 -0.0027367584 0.0015932338 -0.0038600345 0.004588973 0.0021019664 -0.00038571504 0.004602563 0.00037512076 -0.00086831814 0.004912597 -0.0024620357 0.0049959146 0.003734514 -0.0016264257 0.0006464542 0.0006949597 -0.0027244512 0.0024209535 -7.186329e-05 0.0040600337 -0.0026253983 -0.0010115445 0.00010411842 0.0043588867 -0.0038338865 0.00363079 0.0019190002 -0.0025260467 0.0036350787 -0.0028502895 0.00034110012 -0.00336845 0.0009419771 0.0035036742 -0.0029147821 -0.0038680448 3.8608123e-05 -0.004607866 -0.0047698664 -0.0045460993 0.0028524073 0.00092986086 0.0020601025 0.0023696695 0.0036670894 -0.003183883 -0.003114265 0.00019031197 -0.0021790604 0.0020505763 -0.0018026319 0.0024952542 -0.00075719855 -0.0038174833 0.0019621844 -0.0030624524 0.0040865573 -0.004530022 0.0042200964 0.004681867 0.00084162573 
ZDHHC22	-0.0032426186 -0.0022115335 -0.0040407116 0.0037927558 -0.0018491312 -0.0010339248 0.00025350254 -0.0014167872 -0.0011984743 -0.0047407034 0.004465041 0.0040974007 0.002672081 0.0035294737 -0.0041241837 0.0047813263 -0.0011505358 -0.0019004612 0.00020612773 0.0033129216 0.003140359 -0.0028425728 -0.0017407717 -0.0033233773 -0.0015338922 -7.6968834e-05 -0.004059004 0.0038540126 -0.00312561 0.0034721475 -0.00015707279 -0.003423106 0.003492614 -0.0028938497 0.0013190216 -0.0041253087 0.002929094 -0.0012373768 -0.001202898 0.004303368 -0.0022707887 -0.0014935968 -0.004720792 0.00042551922 0.0032717665 0.0005230082 0.0036952037 -0.004294565 0.0034013242 0.0038671896 0.0033172101 -0.0016590712 -0.0030618417 -0.0017283629 -0.003922258 0.0032245493 -0.0026234095 0.0006505701 -0.0028887107 -0.0009005983 0.0010237623 -0.0012706007 -0.0023985894 0.0046039713 0.00089980126 -0.00025072644 -0.0020485073 0.0020601116 0.0007085966 0.0028047136 -0.0024347936 0.0024697827 -0.0015624057 0.0038200018 0.002463187 -0.003289624 0.004163393 0.004426231 0.00096148165 -0.0019482555 0.003764612 -0.0017112066 0.0020485984 -0.0029825051 0.0031676604 0.0035886285 -0.00077987695 -0.00012427369 0.0029917976 -0.002861578 -0.002362533 -0.00172499 0.0038723182 -0.0025901522 0.0021161549 -0.0044177114 -0.00024860675 -0.0016504922 0.004000662 0.0034623016 
NCR3	0.0036656396 0.0037248018 -0.002779189 0.0005179882 0.0031823593 -0.0042067943 -0.001423719 -0.003188171 0.0033889792 -0.0015330288 0.0034380695 0.0013709192 0.0022298486 0.00390936 0.00029890443 0.0021420568 -0.0023223497 0.0036303222 -0.0014420676 0.0035018462 -0.0027423035 -0.0038855823 0.00017055726 -0.0025760538 -0.0042457604 -0.0049397275 -0.00035287905 -0.0047474066 -0.0034656248 -0.000106465566 -0.0022713728 -0.0009639641 -0.003936605 -0.00050778757 -0.0007467834 -0.0023238303 0.002505951 0.0021581484 -0.003663524 -0.00241169 -0.0049639954 -0.004982857 -0.0016188655 0.002158393 -0.0013800615 -0.0042860387 -0.0010805031 -0.0045136823 0.0037094334 0.003746986 0.00011441326 0.0018073205 -0.0010777999 0.0026234922 -0.0028998891 0.0035760424 -0.0025907939 0.0006498625 0.00094312645 0.0037263436 -0.0035583812 0.0018842309 0.0016885279 -0.0013363484 0.0013933964 0.002466304 0.0049954923 0.002984284 -0.0031833807 -0.0047105458 -0.0021351026 -1.0310939e-05 -0.002050211 -0.0042421613 -0.0017697425 0.0019740819 0.004332937 0.0010404655 0.0025035643 -0.0038571446 0.00076347915 0.0007016155 -0.003204545 0.0020670332 0.004246031 0.00042222667 -0.0037059074 0.004229904 0.0022381875 -0.0016317342 -0.0040753023 0.003124185 0.0037732197 -0.00391903 0.0040050773 0.0043361094 0.0020189343 -0.0012915612 0.0017618951 0.00023738117 
DARS	-0.0020279493 0.004848018 -0.0046712016 -0.004017142 -0.0024156403 -0.0004458703 0.00047798723 0.0012768956 0.0033626482 0.00324252 -0.0038558315 -0.004568378 -0.002874426 -0.0012940485 -0.0047417847 0.0023911826 0.0046051624 0.00043593073 0.00027512622 0.00042611134 -0.0041495166 -0.0026390024 -0.003090422 0.0033582957 -0.0028364493 -0.001861518 0.00470924 -0.004375439 0.0007265084 -0.0011070587 -0.00022636606 0.0022085113 -0.002014909 -0.00020779509 -0.00019971316 -0.0048347595 -0.00022000178 -0.0014940659 0.0049890983 -0.0030610587 0.0033683996 0.0025431395 0.0025463696 -0.004047158 0.004917738 0.002145837 -0.0018392587 -0.0030010466 0.003795539 0.0041431324 0.0016009687 0.0011803816 0.0021499128 0.0018709975 0.001558873 0.0035485658 -0.002101045 0.0028328225 0.004819179 0.004273434 0.0024575861 -0.0033656796 -0.003205415 -0.001852712 -0.00079132844 -0.0027928934 -0.0045497543 -0.0011932894 -0.0036814318 8.78706e-05 0.0022325034 0.00067491044 0.0022698417 0.0019526201 0.002231017 0.0014285544 0.0046001906 -0.004597 -0.0049344986 0.00065002445 -0.0003814335 -0.004163295 -0.0032907326 -0.004311616 -0.004220574 0.002917022 4.206509e-05 -0.0007371135 0.0003434838 0.00030170713 0.001402951 0.0016421585 -0.0023889975 0.0012485977 0.0010765598 0.0033500374 0.003385265 -0.003960985 -0.003674257 0.004577794 
MLLT1	-0.001913226 -0.0012412141 -0.0014070035 -0.002113084 0.004752812 -0.00055029796 0.0008022725 -0.0013499167 -0.004161117 -0.00018898306 -0.0033556041 -6.803943e-05 0.0027620543 0.0015124612 -0.0032393094 0.0012474655 -0.0040379306 -0.00014746444 -0.0041671996 0.003378316 0.0041568237 0.0015634291 0.00065220846 0.0033522432 -0.0034394804 0.0048978836 -0.004835142 0.0004465839 -0.0028803844 -0.004199922 -0.003488054 -0.0038343999 0.0033779012 -0.0031813653 0.003985697 0.0024378118 -0.0038880543 0.0034318005 0.0018955104 0.004692289 -0.0035468745 -0.0036836178 -0.0010127354 -0.001298567 0.0028663748 0.004107003 -0.0036519868 -0.002092399 0.0018006267 0.002281401 0.0013473978 -0.0024628174 -0.00077714823 -0.0036836823 -0.00026098813 -0.0034238377 0.0023002054 0.0013042018 0.0044627166 -0.0014507698 -0.0016563155 -0.0021912542 -0.004409857 0.0010442495 -0.004358697 0.004762318 -0.0030635267 -0.004547589 -0.00038270076 7.673634e-05 -0.0025737567 0.00053193537 -0.003993838 0.0029014603 -0.0044510723 0.00090862653 0.004273074 0.0046337876 -0.0010505108 0.0030776297 -0.0010630036 0.0045885867 0.00015695787 0.001631083 0.00051011815 -0.0012280773 0.0011329058 0.0009956566 -0.00466641 0.0046591964 0.0016400872 0.004109928 -0.0027360455 -0.0009334829 -0.0030176158 -0.0047922963 0.0023764852 -0.00071736885 -0.00094151817 -0.001717112 
ETV7	0.0038629277 -0.0041347863 -0.0036290209 -0.0026154672 -0.0024524601 0.0018659609 0.0032629045 -0.0048512956 -0.0034950098 0.0008431987 -0.00022465592 -0.0012993241 -0.0037531503 -0.0034345759 0.0023838554 -0.0043756044 -0.0031988996 -0.0033039239 0.0036804152 -0.0026122502 -0.002512407 0.0005058619 0.0037067973 -0.003564331 0.0014899013 -0.0006764701 0.0022856488 0.001770969 0.0035967964 -0.0005628466 -0.00072908506 -0.0015563798 0.0011707037 0.00091239455 0.0022206504 -0.0031963643 -0.0026479468 -0.0025384391 0.0036536655 -0.0015214506 0.0038705443 0.0036854504 0.0017122356 0.0011591594 -0.0014161154 0.0041259318 0.0025274642 -0.001224214 -0.0005182762 0.00027040744 0.0008818942 -0.0028903494 -0.0028045594 0.0032231708 0.0017256712 -0.003507424 -0.0026401978 -0.0027613477 -0.0021757728 0.0016926015 0.0049795564 -0.0023968904 -0.00037589922 -0.0010282516 0.00057089713 -0.0020329105 -0.0046829516 0.0027644124 -0.0011157031 -0.0033478332 0.0020550063 0.002733353 0.0011333453 -0.0017885187 -0.004431617 0.002284405 0.0039481786 -0.0045143804 0.0010826522 0.0028925645 -0.0030977959 0.0043128715 0.004073544 -0.004707815 0.0025631096 -0.00061057904 -0.0048180968 0.0046731113 -0.0018556893 -0.0037030997 0.0041608056 0.004870119 0.00372582 0.0034578643 0.00045239527 -0.0006176996 0.00313248 0.0028740156 -0.0020479711 -0.002965925 
EID2	-9.751768e-05 -0.0042478982 0.003872226 0.004318105 -0.0011583798 0.0041869846 9.727841e-05 -0.0034741822 0.0005228835 -0.0016849433 -0.0032046628 0.0036745702 -0.0015769851 0.0033813086 0.0024936332 0.0046138945 0.0012637102 -0.0037031816 -0.004174354 -0.0023365112 0.0020995142 0.0040280554 -0.0009008198 -0.0033961535 0.004451857 -0.0020273253 -0.003436503 0.0036406831 0.0038369875 0.0021982938 0.0036232648 0.002431591 0.0027216815 0.0017229965 -0.0011295761 -0.00453741 -0.0033720569 0.0018714111 -0.0028944598 0.00038794414 -0.0021467658 0.0030992373 -0.00092679856 0.002564192 0.004012519 -0.0011364863 -0.001390504 0.0040927636 -0.003285337 0.00041755207 -0.004143822 0.00087781943 0.00048652082 -0.00122933 0.0039129406 -0.0018342827 -0.002791885 -0.0002060332 -0.004365129 0.003208433 7.687038e-05 0.00254988 -0.0005670048 0.002688733 0.0033912875 0.003220646 0.002105766 0.0017768138 -0.0013506245 0.00051085535 -0.0015001983 -0.0040084827 0.0013730255 0.0012289064 0.004872045 -0.0031823593 -0.0012301059 0.00041097708 -0.0026086043 -0.004780035 0.00073832547 0.003773198 0.0012973512 0.00051081565 -0.0010272461 0.004450842 0.0021968312 0.004249027 -0.0038156598 -0.004903681 2.9706984e-05 0.0049074204 -0.00302464 -0.003793945 -1.9660487e-05 -0.004984396 0.003420517 -0.0011901718 -0.0006543602 0.0039747404 
GCLC	0.0007430408 0.0005306428 -0.004384649 0.0038144516 -0.0030303919 -0.00015461657 -0.0020621729 -0.0027273335 0.0017067736 -0.0017005331 0.002296878 -0.0005017125 -0.0038834612 0.0012841028 0.0028377757 0.000425694 -0.0026827462 0.002321707 -0.00029670136 0.0011899443 -0.003991781 0.0036736159 0.00041084213 0.004923177 0.004832854 0.0040655932 -0.003786453 -0.00027484586 -0.00096853444 -0.0030832381 -0.0002761076 0.0027466514 -0.002614799 0.0010864497 -0.0048674243 -0.0020143334 -0.0041287607 0.0036326176 0.003329253 0.003741874 -0.0037856037 0.001820195 -7.882007e-06 0.00071172486 -0.00087519694 -0.0041237464 0.0022479168 -0.0025390391 -0.004781728 -0.001976514 0.0010218548 0.0033186032 0.0030007574 0.0010301501 0.00051688537 3.5788325e-05 -0.00491241 0.00062958454 0.0023681321 -0.0039320393 0.003200562 0.00476559 -0.004548977 0.00478551 -0.00014298205 -0.0009968653 -0.0039828285 0.0033566335 -0.0046880143 -0.0042969934 0.00092118356 0.0011793519 -0.004902505 -0.0031212629 0.004792424 0.001834155 0.0031849442 -0.00011416167 -0.004665156 -0.0043149707 0.004310356 -0.00024060166 0.004744195 0.0026070704 0.0005365949 0.0019623868 -0.0024771055 -0.004640437 -0.0037478954 0.0027892687 0.0021258395 0.0033307965 -0.0024968628 -0.0021012835 -0.0047529205 -0.0021931047 0.0017103592 0.0006863151 -0.0027333004 -0.0038618778 
NAA35	-0.00086924864 -0.00076067663 2.4423036e-05 0.0016940914 0.003578798 0.0018182825 -0.004061536 0.003681632 0.0013902966 0.0007400067 0.0022116017 -0.0019984285 0.00459942 0.004053135 0.0033189964 0.0039057317 0.0016284145 -0.00014747214 0.0015620016 0.0043448284 0.003838613 -0.00015335275 0.00087405305 -0.0018860113 0.0010282549 0.0048381784 0.0011341912 0.0016769439 -0.0023942092 0.0021361178 0.0031775513 0.0034810521 0.0031990565 -0.004995825 -0.0013284956 0.0014886262 -0.00460562 0.0015380133 -0.0021714824 -0.00058515655 -0.0049307314 -0.0048082834 -0.00057709654 -0.003906376 0.0017731553 0.0047628987 -0.0010659941 -0.0006325657 -0.00012459366 0.0038063596 0.0012095731 -0.0012550227 -0.00012257142 -0.0016151908 -0.00015552343 0.0018919896 -0.003712365 -0.004421287 0.00013545234 0.0015539713 -0.0049128328 -0.0034647207 0.00046147296 0.0022194304 0.0020025007 -0.0014763292 0.003158619 -0.0014179162 -0.004741089 0.0022644962 -0.0045693167 0.0035002686 -0.0007906309 -0.000657409 0.004865564 -0.002741881 0.0040615997 -0.0022502467 0.004342157 0.0039479015 -0.0032808213 -0.0028581212 -0.0025195046 -0.0045550214 0.004185751 0.0041412693 0.0006428642 0.0022314193 -0.003587674 -0.0022742422 -0.0030737005 0.0012928229 -0.002913359 -0.0004245859 -0.0023304063 0.0042782803 -0.00077755976 -0.004080047 0.0036306456 0.0015968255 
HEY1	-0.0031013452 -0.0026087107 0.001638138 0.00053968374 0.0010248502 -0.002687447 -0.0015482947 -0.002472276 0.00012583406 -0.0027786724 -0.002254491 -0.0040279017 0.0036807319 0.0045725917 0.00039368786 -0.00044587994 -0.0048075854 -0.0040085153 0.003223701 0.0007370572 0.0029459374 -0.0027335302 0.003339753 0.003739172 0.0024080002 0.00072785735 -0.0022299523 -0.0013821212 -0.001726717 0.0037397346 0.00088471314 -0.0014847899 0.004307557 -0.004517099 -0.0009410005 0.004776841 0.003268705 0.0015159108 0.0042456966 0.003385655 0.00028866113 -2.3882529e-05 -0.003749886 -0.00017587097 0.0018897384 -0.002900651 0.0012773859 0.00093437417 -0.0038987314 -0.0032765004 -0.0026614454 -0.0048302165 -0.0015403839 0.0014638301 0.0046788054 -0.004462909 0.0009735526 -0.002749691 -0.004450017 -0.0033976475 0.00071802817 -0.001834428 0.0021806727 0.0016140917 -0.0003549048 -0.0001670551 -0.0018396147 -0.0029167766 -0.0013863472 -0.004633401 0.0038304022 -0.002495263 -0.0028452757 0.0013066094 0.0017954248 0.00037419458 0.004160301 -0.0032636228 0.002786019 0.0019111979 0.00079831056 0.0018368125 -4.953099e-05 0.0033398801 -0.0027768856 0.004927021 0.0003186614 0.0011406624 -0.004202212 0.0030106516 -0.0039989883 -0.0026653134 -0.004151368 -0.001315762 0.0038290161 -0.0049596005 0.0020323952 0.0029942868 -0.0020489641 0.0049432544 
